company;class;symbol;economatica_classification;metric_name;31/03/2016;30/06/2016;30/09/2016;31/12/2016;31/03/2017;30/06/2017;30/09/2017;31/12/2017;31/03/2018;30/06/2018;30/09/2018;31/12/2018;31/03/2019;30/06/2019;30/09/2019;31/12/2019;31/03/2020;30/06/2020;30/09/2020
Dtcom Direct;ON;DTCY3;other;investment;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dtcom Direct;ON;DTCY3;other;ebitda;2522;2154;2177;4536;5074;5996;9810;9042;7170;7505;2994;7788;7391;4762;4303;4826;1261;2936;3348
Dtcom Direct;ON;DTCY3;other;net_cash_flow;308;140;1620;1273;769;979;5086;160;63;39;642;706;1176;3893;1149;4072;957;570;615
Dtcom Direct;ON;DTCY3;other;operational_expenses;819;1797;2453;3201;729;1394;1148;1065;944;2114;2695;2992;845;3093;4728;8169;1015;2122;3110
Dtcom Direct;ON;DTCY3;other;financial_expenses;661;1411;2372;3177;699;2054;2760;3115;464;1735;3080;3762;595;1714;2293;3394;287;609;776
Dtcom Direct;ON;DTCY3;other;financial_revenue;91;176;262;348;184;287;375;450;80;157;233;301;82;103;118;342;5;13;20
Dtcom Direct;ON;DTCY3;other;short_term_loans;2655;2994;2023;4247;4164;4186;4297;4341;4489;5002;5069;5299;4630;3526;3125;1949;1916;2011;1207
Dtcom Direct;ON;DTCY3;other;long_term_loans;3072;2282;5049;4780;4222;5862;5948;5002;4951;4128;4795;4033;3788;3236;1834;895;445;1742;1734
Duratex;ON;DTEX3;other;net_revenue;901399;1914005;2881095;3909760;951989;1868713;2888234;3990866;1005982;2173459;3685984;4949361;1072534;2217192;3525549;5011706;1161588;2208027;3986053
Duratex;ON;DTEX3;other;cogs;701153;1439336;2137250;2900628;719897;1391315;2114027;2847097;731664;1589283;2674437;3650848;791074;1588068;2546906;3717562;773362;1551340;2752070
Duratex;ON;DTEX3;other;investment;921;921;921;921;921;921;921;7898;9552;9034;12830;50968;50751;50570;83039;127010;487703;563469;846160
Duratex;ON;DTEX3;other;ebitda;799831;766932;780715;901217;947529;955709;996207;986790;1018812;1301693;1909114;1545975;1549864;1335261;679118;1359185;1396748;1256839;1401248
Duratex;ON;DTEX3;other;net_cash_flow;138851;125953;109869;192530;4113;63243;49390;48526;43414;62701;237272;150338;13135;79370;500733;684485;60605;130684;323583
Duratex;ON;DTEX3;other;operational_expenses;179132;377487;532648;692017;182285;341497;487687;722428;190005;206058;40254;565858;218500;432362;688788;654703;262574;522703;872754
Duratex;ON;DTEX3;other;financial_expenses;95100;217224;339761;447236;104504;208186;287259;369144;61349;149858;224437;272816;53812;110265;208093;263521;107492;175190;234605
Duratex;ON;DTEX3;other;financial_revenue;26434;69393;119290;147964;41670;86268;135431;163031;18074;58039;105136;122520;25286;44675;85771;103091;64229;98334;124808
Duratex;ON;DTEX3;other;short_term_loans;849858;819797;1307592;681110;620034;698675;827234;764824;836053;447545;727533;704413;628512;1183100;1059808;871865;877083;1082940;787830
Duratex;ON;DTEX3;other;long_term_loans;2048414;2625998;2072897;2775931;2633860;2444927;2209991;2410000;2180799;2542072;2263265;2158191;2017044;2094912;2148247;2076675;2510753;2695361;2657268
Ecorodovias;ON;ECOR3;transport_and_services;net_revenue;736953;1328108;2083469;2828996;749785;1523532;2350460;3200704;788302;1509446;2276230;3169267;881857;1854696;2843711;3952889;970026;1877785;2936285
Ecorodovias;ON;ECOR3;transport_and_services;cogs;370350;640713;1047256;1545435;340387;746956;1179157;1643157;398240;799943;1226424;1780016;535705;1148710;1748478;2449007;527561;1112532;1744747
Ecorodovias;ON;ECOR3;transport_and_services;investment;1020;1036;1042;1017;1017;1048;1066;1071;1078;1086;1094;1105;1113;248;251;250;170;170;168
Ecorodovias;ON;ECOR3;transport_and_services;ebitda;1375274;1115258;1124453;1114438;1142951;1515456;1581171;1630189;1671301;1671210;1660946;1617873;1563954;1606436;1189872;1363201;1457608;1376601;1871179
Ecorodovias;ON;ECOR3;transport_and_services;net_cash_flow;205732;217722;189503;5120;234154;167651;199207;88656;175770;27767;215940;184596;90202;483254;685762;283118;90209;78109;57976
Ecorodovias;ON;ECOR3;transport_and_services;operational_expenses;79445;451841;533639;509089;89151;169884;250241;345864;40406;86097;133735;204947;58682;121346;672244;708186;68969;181044;263569
Ecorodovias;ON;ECOR3;transport_and_services;financial_expenses;229355;413008;582331;692897;160334;298611;436853;578311;149175;316069;511475;695375;192524;433521;688339;887567;223414;366762;582363
Ecorodovias;ON;ECOR3;transport_and_services;financial_revenue;60806;111281;145408;138537;31627;50064;94973;122877;45511;93340;163212;234631;61607;126166;200721;187495;30334;69853;83230
Ecorodovias;ON;ECOR3;transport_and_services;short_term_loans;1088070;1065523;1166516;1019936;1330178;1035254;1016125;1149516;1001457;1344381;1637694;1498329;1586205;3686328;3823499;3295038;3419512;1742567;1545193
Ecorodovias;ON;ECOR3;transport_and_services;long_term_loans;4266543;3784207;3784611;3910324;3743000;3916049;3925142;4849100;5965566;5395595;5796228;6010180;6060644;6118378;5864636;5384072;5478253;6696592;7725203
Elektro;PN;EKTR4;electrical_energy;net_revenue;1142762;2290789;3449131;4754980;1205050;2445500;4069262;5811495;1271804;2863527;4660160;6249356;1668782;3211863;4946456;6772605;1574800;3040000;4779000
Elektro;PN;EKTR4;electrical_energy;cogs;930586;1924343;2900915;4016743;979688;2040955;3388834;4928563;1064168;2449983;4019133;5349668;1375635;2693987;4016150;5501767;1277500;2528000;3860000
Elektro;PN;EKTR4;electrical_energy;investment;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Elektro;PN;EKTR4;electrical_energy;ebitda;775224;742277;745010;770603;799536;823319;926960;872973;851728;893922;883188;928501;1004213;1014532;1136432;1148119;1165964;1121314;1100222
Elektro;PN;EKTR4;electrical_energy;net_cash_flow;173569;272292;179011;19913;71864;56566;68737;169734;148707;113495;72135;81684;80796;169115;710648;278446;27700;283300;672000
Elektro;PN;EKTR4;electrical_energy;operational_expenses;69341;129310;188148;140025;54538;116461;166830;187255;50093;100400;128677;165202;69326;136919;231083;342715;56800;160000;279000
Elektro;PN;EKTR4;electrical_energy;financial_expenses;97805;176156;270484;347140;76226;146438;198469;282326;156118;124529;1272660;1645089;313735;535121;861252;1221579;63000;129000;188000
Elektro;PN;EKTR4;electrical_energy;financial_revenue;58564;105546;165411;226697;43174;78358;98042;124521;114027;44107;1133534;1498045;258202;418394;696530;988290;31700;65000;101000
Elektro;PN;EKTR4;electrical_energy;short_term_loans;701250;644331;603522;649247;864779;860982;1047543;1126795;807845;860126;417684;321659;357426;315871;367231;477860;993200;1521000;1586000
Elektro;PN;EKTR4;electrical_energy;long_term_loans;2452887;2123728;2090891;2083719;1718545;1783376;1836048;1851259;2057738;3796732;3758814;3630223;3824687;3407315;3438996;3170400;3199700;2902000;2860000
Eletrobras;ON;ELET3;electrical_energy;net_revenue;6761370;39846679;48454603;60748853;8968824;17954498;26846848;37876024;8592581;20881073;28105382;24975747;6451762;13095172;20386498;27725527;6955636;18053226;25484442
Eletrobras;ON;ELET3;electrical_energy;cogs;3444827;6832060;10619819;16210934;3417264;6661804;10589351;15373638;3750040;7847455;9589802;5537063;1289252;2864185;4731934;6777819;1750995;3190201;5021016
Eletrobras;ON;ELET3;electrical_energy;investment;23142628;24210728;27320602;26531534;27396139;28011167;28712882;28708364;28824964;29047734;27644601;27983348;28280374;28445989;28793636;29112919;28929664;29649350;29727161
Eletrobras;ON;ELET3;electrical_energy;ebitda;14123884;9725169;16110977;19797191;26267225;5888033;5500956;6744201;3558927;5846158;3229397;19990400;0;0;0;9805094;10223266;16107668;15298721
Eletrobras;ON;ELET3;electrical_energy;net_cash_flow;411484;2831994;609321;2035054;543384;22688;169426;581198;311000;248508;1296690;0;705257;1252246;3489781;3039533;318890;484108;2599749
Eletrobras;ON;ELET3;electrical_energy;operational_expenses;5792211;12556522;14582694;26584513;1583788;4776503;7357994;17509488;4065025;7446497;13184155;1150273;2653663;6816806;9913199;12498076;2871222;5205397;9315917
Eletrobras;ON;ELET3;electrical_energy;financial_expenses;5214947;10401614;13467836;17152701;3122237;6325883;9179665;10344671;2314509;6688323;9864160;9705007;2112519;4966954;7645688;8740380;5947990;8832287;11453821
Eletrobras;ON;ELET3;electrical_energy;financial_revenue;3869783;7824610;9401617;11223390;1784608;2967390;4282782;5151375;2307217;6128133;8271595;9126934;1790290;5056326;6874194;6659354;4438679;5992386;7627152
Eletrobras;ON;ELET3;electrical_energy;short_term_loans;4781503;5186235;5781847;5982651;5888191;6020155;5467618;6214897;5375387;5214513;9536880;12255107;11567091;11393207;7666044;7934644;8245528;9041096;9045262
Eletrobras;ON;ELET3;electrical_energy;long_term_loans;42079744;41291126;40303249;41008656;41152152;41312030;40763969;40455493;39856513;40689647;34893286;43562034;43914042;45281601;42732183;41172186;43480419;42608208;42161439
Eletromidia;ON;ELMD3;other;net_revenue;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;296264;105940;121539;161832
Eletromidia;ON;ELMD3;other;cogs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;164792;56559;82857;109098
Eletromidia;ON;ELMD3;other;investment;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Eletromidia;ON;ELMD3;other;ebitda;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60545;0;0;0
Eletromidia;ON;ELMD3;other;net_cash_flow;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;574388;13779;15717
Eletromidia;ON;ELMD3;other;operational_expenses;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87280;39327;75010;115406
Eletromidia;ON;ELMD3;other;financial_expenses;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14240;4307;17902;26886
Eletromidia;ON;ELMD3;other;financial_revenue;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1692;1432;3228;4484
Eletromidia;ON;ELMD3;other;short_term_loans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18335;78711;15849;70816
